date,open,high,low,close,volume,turnover,r_1,r_5,r_10,rsi_5,rsi_14,K,D,J
2009-01-21,-0.3585666200229953,-0.3682963228169243,-0.3528830857514721,-0.36271977529812327,-0.15803217440033868,1.0350431199917463,-0.623429405455674,-0.39729816659381684,-0.710247301570349,-0.37048388621005585,-0.3209791151872417,-0.0738565329916354,-0.22998327263927576,0.12020056130793222
2009-01-22,-0.3522568516326844,-0.2802829867352289,-0.3462994821861714,-0.29955064123765046,0.10738082656024696,2.062880150778813,1.230095456234297,0.3491998552094029,0.2965535397780206,0.49325488842956816,0.05600278223606478,0.3222988694827945,-0.031477865940476586,0.6684657710174357
2009-01-23,-0.31755312548597353,-0.33187701133484343,-0.3232568697076184,-0.3406105783769577,-0.1654254891297894,1.0064118071634744,-0.794258394138303,-0.05318704768961249,-0.2577792686479916,-0.07910962061725567,-0.16936867929366595,0.252787531500546,0.07457057462020496,0.40989294598188625
2009-02-02,-0.3143982412908181,-0.3258071260878301,-0.29692245544641505,-0.3090260113467214,-0.19351040731751817,0.8976502965536021,0.6019338733604677,-3.612990218189325e-05,-0.02139455807734209,0.33583845699948217,0.021508551495520088,0.46307351615227865,0.22479760461952683,0.649221035214587
2009-02-03,-0.31124335709566264,-0.16799010966547953,-0.29033885188111436,-0.19216311333484679,0.500282917101474,3.58443077817968,2.224147988171519,1.1465783394149247,1.243030064421294,1.277505577993031,0.6409019093853043,0.7328769874972979,0.4269859495753826,0.9454035253122284
2009-02-04,-0.1913577576797529,-0.10425631457183801,-0.17512578948834956,-0.14162780608646855,0.7832914941552904,4.680408347000678,0.9012899190468113,1.8701202119800548,0.9863461443533867,1.5187433876809233,0.8706727207823305,0.9134996068165158,0.6300878591898683,1.0656058232814516
2009-02-05,-0.13772472636210908,-0.16192022441846618,-0.20475200553220327,-0.20795539684996495,0.31042258103199755,2.849178611241314,-1.1831647837232642,0.7344906871950925,0.7583321129623781,0.5871567663998821,0.46069058523319223,0.7213431506152644,0.6928174701338903,0.6163934705401412
2009-02-06,-0.203977294460375,-0.1437105686774256,-0.16854218592304887,-0.13846934938344496,0.40240586090412,3.205392590675796,1.253330392265083,1.6880118672750275,1.1257309375205062,1.0532353455027479,0.7830066947365768,0.920694741073607,0.8100300011681195,0.8723250306097662
2009-02-09,-0.1187954211911758,-0.046592404725210125,-0.1125815556179918,-0.04687410499575946,0.8971839878164469,5.12146783575949,1.6024286042683367,2.1617536517114426,1.4944624306534482,1.4784830011390355,1.155451497653166,1.233333815332355,1.0064086794796634,1.2592250666693938
2009-02-10,-0.07462704245899861,-0.08301171620729075,-0.07966353779148745,-0.04687410499575946,0.4622510099775199,3.4371486090622017,-0.012224107347378926,1.1191206012386654,1.6198472649854427,1.4784830011390355,1.155451497653166,1.4389803393769132,1.2151012700837325,1.422067886221066
2009-02-11,-0.09671123182508706,0.02624621823895167,-0.07966353779148745,0.03840422598587891,1.159864266927115,6.138722141879639,1.4300149490291645,1.359854724318906,2.3402274637677554,1.796727283396469,1.4759538628356967,1.630382482204714,1.4266160521304192,1.5537177669025137
2009-02-12,0.09258181988424406,0.2204825461433831,0.08163474955838305,0.2721300220096282,2.1771274238832676,10.07817024348247,3.7965499608642936,3.7874418113142,3.2451502158597325,2.187770436486543,2.1213916949844216,1.8690612155708657,1.657891831857472,1.7553244375541852
2009-02-13,0.27556510320326427,0.26600668549598433,0.289018261865359,0.2752884787126518,1.1134772253148142,5.9590839216522,0.034572470078334694,3.154956909959626,3.5733066404476905,2.191069068141157,2.128531063018357,1.9255296204923413,1.8334314745811977,1.663766761224851
2009-02-16,0.28187487159357516,0.2356572592609165,0.24293303690825327,0.25317928179148624,0.6789223776752963,4.276229040032226,-0.3393987080994659,2.186972805270053,3.206064188917898,1.8736188691466924,1.9728687911931715,1.889231886436403,1.936730460761566,1.4735109618096556
2009-02-17,0.2440162612517092,0.1962030051553292,0.1507625869940418,0.10789027345239888,0.4755256367830894,3.4885558609724776,-2.1808318795229544,1.1152141651643415,1.596660566139267,0.3126085601695739,1.062111410302462,1.4782082519385185,1.8501513976319068,0.7670801438614132
2009-02-18,0.06734274632299987,0.1962030051553292,0.10467736203693578,0.133157927076588,0.6565829889700039,4.189717637526152,0.3876627665918865,0.6470625958240268,1.4238121524849556,0.47656760590555436,1.14874087725629,1.2385893360389437,1.701810529492031,0.4680419212679871
2009-02-19,0.15883438798250998,0.18406323466130195,0.1507625869940418,0.1900101477310134,0.3654903820424899,3.062433895940058,0.8781854786905358,-0.5571466960664948,2.1469841982497146,0.8322297610629776,1.3400340831337458,1.1982961789885314,1.5876781458256757,0.5205516667795577
2009-02-20,0.1935381141292208,0.37526461994222676,0.2165986226470499,0.3195068725549829,0.8103748969732076,4.785291394308945,1.9696613611954066,0.25897220812336663,2.3958980966280876,1.4008434909650482,1.721128122947816,1.2748111552796346,1.5405270936946203,0.7249793247425428
2009-02-23,0.2881846399838861,0.32063565271910555,0.31864447790921274,0.34477452617917204,0.5046041254612877,3.601165067584829,0.35538274182811447,0.5698884853018817,1.9585660586702476,1.487653242721991,1.788628659614787,1.393863922765655,1.5541176324870385,0.9428361109355985
2009-02-24,0.28187487159357516,0.29028622648403823,0.1573461905593425,0.14895021059170613,0.5804325870515855,3.8948179803209944,-2.8339795456783605,0.256994990847542,0.9594540816896403,-0.1642190765038481,0.7102052028249556,0.648213687008102,1.2811804826048412,-0.20517235893686123
2009-02-25,0.1935381141292208,0.1597836936732483,0.07834294777573242,0.11736564356146986,0.25281938479437627,2.6261047679463747,-0.5037087800530139,-0.13432477381189048,0.3485304462941593,-0.3438734299948287,0.562383605555101,0.04228525931531979,0.8700662728957915,-0.9198608080173847
2009-02-26,0.1020464724697107,0.1324692100616877,-0.08624714135678845,-0.04687410499575946,0.22876044785583854,2.532934251742188,-2.6013089001695553,-1.6077685857803803,-1.4655427381166028,-1.061122252424478,-0.12028961344009739,-0.46787509373242964,0.40305255741365004,-1.3822737490587087
2009-02-27,-0.06831727406868741,-0.08908160145430437,-0.16854218592304887,-0.17005391641368126,0.12411775118284922,2.1276954795168246,-2.0954582998912694,-3.1330821311582975,-2.027810155935841,-1.4019016946258134,-0.539313444416715,-0.9371596136430704,-0.08576866137195041,-1.7393747572579084
2009-03-02,-0.16611868411850872,-0.14674551130093225,-0.12904056453124382,-0.12267706586832657,-0.08695570058780235,1.31029350915087,0.8353139060294543,-2.96446395814352,-1.7321206776214835,-0.991606754195879,-0.3378935627172438,-1.139488543083475,-0.4881682643155276,-1.6724513549639566
2009-03-03,-0.18820287348459716,-0.15281539654794588,-0.1784175912709999,-0.16057854630461024,-0.12168092590096649,1.1758167791108263,-0.6755147265118562,-2.127324105142032,-1.321442571293015,-1.131351726409532,-0.4683076639881777,-1.3425240839943282,-0.8332206901337514,-1.673009979117814
2009-03-04,-0.15665403153304208,-0.04052251947819651,-0.1191651591832925,-0.015289537965522909,0.1979107116570823,2.4134657210359527,2.5753919511925045,-0.9385742017677118,-0.7410553205768355,0.016793754949094134,0.12568763782838926,-1.1438906201095722,-0.9881344386079202,-1.1048453728111587
2009-03-05,0.007399946615044864,-0.007138150619622285,-0.04016191639968241,-0.002655711153428345,0.30235893150096016,2.8179513632870217,0.19848976338166774,0.29974563464912757,-0.9292143580534103,0.10022831062160487,0.17365642963419411,-0.9356002081183531,-1.0126369070471994,-0.6680454885512843
2009-03-06,-0.046233084702598966,0.023211275615444994,-0.023702907486430384,0.025770399173784354,0.14257002131266794,2.1991536464976127,0.45927712262187403,1.5015650333995498,-1.3288734704069047,0.30825133939967825,0.28532952946037254,-0.6909273821340759,-0.9364390547170823,-0.2759449815548811
2009-03-09,0.035793904371444786,0.023211275615444994,-0.07966353779148745,-0.01844799466854648,0.14359588946481058,2.203126418259588,-0.7367138609802183,0.7691718669978848,-1.6186301878053537,-0.08344520128658224,0.09367507188093062,-0.4782352886511758,-0.8052024504228326,-0.010009746846530488
2009-03-10,0.0010901782247339572,-0.016242978490142577,-0.013827502138479051,0.01313657236168979,0.07489346650001152,1.937069766277786,0.5152891789867466,1.323050392410696,-0.6772272317820394,0.21303267972363998,0.22928240339627604,-0.1677807800325664,-0.600300570953372,0.3627817940739976
2009-03-11,0.05472320954237778,0.017141390368431646,-0.010535700355828704,-0.04687410499575946,-0.0034753414741065056,1.63357912112133,-1.0008257464158543,-0.25621467842036405,-0.820737434609924,-0.3512159730308483,-0.040371838690576846,0.06822175412716246,-0.37444550488893763,0.5653868229185133
2009-03-12,-0.06200750567837651,-0.08908160145430437,-0.10599795205269082,-0.0816171287290193,-0.1304905593021082,1.1417006378344734,-0.5998029821674481,-0.5977178085497613,-0.21691969765849162,-0.6318734434468986,-0.19186064625151172,0.04159279117418667,-0.23394627000279478,0.35122072265443616
2009-03-13,-0.07462704245899861,-0.06480206046625044,-0.06649633066088577,-0.10372632565018486,-0.1832227672866059,0.9374901587491593,-0.39198865103685676,-0.9518934450236164,0.3183035140960642,-0.8074778167567611,-0.2891981837480425,-0.09322784171109233,-0.191267936955368,0.03758223769361482
2009-03-16,-0.12195030538633124,-0.1346057408069053,-0.11587335740064214,-0.10056786894716128,-0.2685851704447273,0.6069161526328524,0.04257360903474261,-0.6246776123913594,0.07706865124828219,-0.751158254782234,-0.2717533376782766,-0.3910982756655628,-0.27546735288313356,-0.4496425132612294
2009-03-17,-0.09040146343477615,-0.052662289972223476,-0.07966353779148745,-0.027923364777617473,-0.09004464664734899,1.2983312724306828,1.246315123420228,-0.3214789594023005,0.6730971234000229,0.3266389486738107,0.12083815735536567,-0.11649371637135275,-0.2277475814616356,0.03399143132660968
2009-03-18,-0.017839126946199043,-0.04052251947819651,-0.0006602950078773709,-0.034240278183664895,-8.725343585549322e-05,1.6466998135391002,-0.11816635901948529,0.06675462593049351,-0.1350106779808817,0.23110127403675573,0.08698416675897021,0.024049250267318197,-0.14278244721222952,0.21173755970937183
2009-03-19,-0.03361354792197687,-0.01017309324312923,-0.0072438985731783576,0.022611942470760784,0.09982979446153897,2.0336380624725723,0.9439120915874897,0.7544592391469417,0.08678059311104659,0.8812349913559613,0.38819957274576317,0.5004852173769863,0.0940443236795841,0.8733045685667943
2009-03-20,0.02001948339566696,-0.013208035866635904,0.015798713905374656,-0.002655711153428345,-0.022790782444324507,1.5587782431563504,-0.42678074432517715,0.7384114648573115,-0.18016416666307938,0.43279080181248303,0.23853270917472696,0.6780211122019657,0.3190711487227543,0.9621825278746384
2009-03-23,0.0042450624198894105,0.053560701850512274,0.02567411925332599,0.08262261982820975,0.24352560311188076,2.5901137165105106,1.4022795825603798,1.3578657766835027,0.46959366518850687,1.206353759485035,0.6726212229534457,1.14112639278707,0.6442308469771975,1.4957926155919286
2009-03-25,0.07996228310362197,0.03535104610947196,-0.0006602950078773709,-0.040557191589712036,0.050529918281773105,1.842719613988937,-1.9823290258590844,-0.11886154434868414,-0.3065069287942572,-0.24825235568011275,-0.012394264830092198,0.7242507528111602,0.7033457549142372,0.6099622287347204
2009-03-26,-0.02414889533651023,0.02017633299193832,0.019090515688025004,0.04472113939192606,0.03591439158667251,1.786119600020849,1.425986348313024,0.5527907441181928,0.42766867458705976,0.4714895398815484,0.4001039287578771,0.948680770516488,0.8276328959054573,0.9069309397451428
2009-03-27,0.06734274632299987,0.10818966907363375,0.11455276738488711,0.08893953323425717,0.30560188156224544,2.830509995117107,0.706415123375913,0.44821408993314626,0.8441525343071674,0.7702563502997185,0.5970841816627273,1.0956428610976985,0.9660705920847578,1.035637816213395
2009-03-30,0.09889158827455498,0.21137771827286256,0.14747078521139118,0.17737632091891883,0.3716726496023803,3.086375313690097,1.39847324648988,1.2760675731066264,1.4316428483410686,1.244069525676833,0.9588906876885273,1.180437813495598,1.0904309978633884,1.0586294491719723
2009-03-31,0.11151112505517706,0.12943426743818073,0.13101177629813915,0.16790095080984813,0.09589126445669972,2.0183857313087312,-0.15797905232300924,0.568472217950035,1.3635009394142918,1.117902722570712,0.9017162653021931,1.118056925973452,1.1497461033139933,0.8679058585782734
2009-04-01,0.18722834573890962,0.1597836936732483,0.19026420838584684,0.16790095080984813,0.0733384578693716,1.9310478478036321,-0.012224107347378926,1.507003515020813,0.9511281485481352,1.117902722570712,0.9017162653021931,1.0764696676253558,1.173561619124297,0.758884119791034
2009-04-02,0.18407346154375417,0.150678865802728,0.16722159590729382,0.12684101367054088,0.07508068930885421,1.9377948043702682,-0.6462519050781281,0.5556908046574024,0.7776137268173061,0.44621968278046875,0.6331510019564701,0.8399639127173689,1.0999945034935978,0.3797711526195115
2009-04-03,0.13044043022611035,0.16585357892026165,0.14747078521139118,0.11736564356146986,0.10922622628799714,2.070026636331221,-0.16101166496229852,0.1713389651148939,0.42933269348280195,0.29658337630805837,0.5708871136468864,0.636259309924406,0.9739107033291152,0.1255258697452844
2009-04-07,0.11782089344548825,0.0869450707090865,0.11455276738488711,0.12052410026449344,-0.09449392300786104,1.2811010275406858,0.03756598482227721,-0.4078940634234392,0.5767297356688431,0.34416861100521845,0.5881903966563435,0.515800941236088,0.8442986786001433,0.0386336418883226
2009-04-08,0.12097577764064371,0.07480530021505953,0.019090515688025004,-0.008972624559475766,-0.016623713784045008,1.58266080172545,-2.0509563559526645,-1.2177349351791877,-0.4816064660100518,-1.117682002144463,-0.21518692242342694,-0.2806468381296268,0.45668202685774983,-1.076838734412006
2009-04-09,-0.01468424275104359,-0.016242978490142577,0.009215110340073671,0.022611942470760784,-0.16996172737614307,0.9888447941188979,0.5131093720184284,-1.0050040141752175,0.2817360277420822,-0.6144758593247659,-0.022319390903115237,-0.6083745783704743,0.07432755121373756,-1.278986908053599
2009-04-10,0.035793904371444786,0.15674875104974162,0.045424929949228365,0.13631638377961158,0.2893760775106473,2.767674029289631,1.8532807590527087,0.038456368174548825,0.4094284719942431,0.5995770111984178,0.589077414287804,-0.25682046361177524,-0.04762116000444593,-0.4488642931175795
2009-04-13,0.14936973539704335,0.1142595543206471,0.16392979412464348,0.13631638377961158,0.13680077233538443,2.176811682399317,-0.012224107347378926,0.10386285447314687,0.18833224561887044,0.5995770111984178,0.589077414287804,0.13990190427398272,0.021116156189724816,0.2500784179112416
2009-04-14,0.13675019861642126,0.1597836936732483,0.1277199745154888,0.17421786421589527,0.3072245368104715,2.8367938815367313,0.5806133631493688,0.3422733285482247,-0.05431509585731328,0.9271645900925283,0.7804532458325271,0.6304750096257155,0.2524709069031713,0.9456820941845806
2009-04-15,0.15567950378735454,0.1324692100616877,0.1507625869940418,0.15210866729472972,0.029314384573841657,1.760560446600745,-0.3527527734362858,1.1421718025367444,-0.11322504647116562,0.5602009830689878,0.625378335761366,0.8256370225828216,0.48051574120769336,1.0656550549382164
2009-04-16,0.16829904056797662,0.3418802510836528,0.2165986226470499,0.3826760066154554,1.7583654995143858,8.456474955790414,3.570996451137682,2.5502615031036155,0.9608553607597385,1.74109444515409,1.574884452566593,1.2782417649526894,0.8037162464351031,1.580926539019569
2009-04-17,0.3670567448627741,0.5846756609641915,0.3449788921704161,0.6258771727482754,2.6137934217073675,11.769200754515522,3.4427396765946434,3.3135990171180523,2.3243636732969795,2.10775004029636,2.1829406961268356,1.5794275250706309,1.133088711287564,1.792077815542502
2009-04-28,0.33235301871606354,0.3843694478127468,0.3910641171275221,0.3321406993670772,1.012269364810697,5.567146878416283,-3.8384879541456947,1.3095745403130457,0.981753809972286,0.2861379665507942,0.7434263815500238,1.142316938453892,1.1873594745602494,0.8721399681129318
2009-04-29,0.256635798032331,0.30242599697806494,0.2824346583000583,0.3163484158519588,0.500810042574341,3.5864721215913558,-0.24087644908573597,0.9284053028167213,0.890415053293326,0.21414712358351454,0.6802485045960524,0.8166141230017624,1.1003624153581866,0.3335467581729094
2009-04-30,0.31973348193544177,0.5088020953765231,0.35156249573571735,0.4426866839729044,0.7208037515552337,4.438418634431297,1.8280273089111228,1.9432768042589412,2.2266562225814637,0.7023662831014158,1.0402963155533658,0.8496714597053705,1.0548663321158662,0.45082528718774506
2009-05-04,0.46373125395622977,0.48089566789452143,0.4420020237026708,0.47320453108822197,0.2758977624216567,2.7154779751741898,0.411839387880367,0.5345144343867703,2.19058410053879,0.8125645073918288,1.1221842381145328,0.885299323564586,1.0380097140050377,0.5401371981266186
2009-05-05,0.4796079875999075,0.5572613483389101,0.5314571374695563,0.5367833792449881,0.3965047729870303,3.182540067773138,0.8615264219070817,-0.5326511274194987,1.8500522241100346,1.0469912047207783,1.2912933185304234,1.0745860237744196,1.0983583175330862,0.8418656293813201
2009-05-06,0.5653423492757658,0.7466482358409948,0.6308517083216506,0.8197092535425986,1.24591364307617,6.471956516088981,3.7888842281220616,3.05271699213305,3.1851132747198725,1.6987821182327292,1.8973319172439438,1.4985302432840029,1.298922210651559,1.4422657688883713
2009-05-07,0.9146304894366686,1.046001703183001,0.9588537921335633,1.1312456095107555,1.5003984912875838,7.45747323840192,3.793929292847967,5.150946513517768,4.407209975943096,2.0251405934044535,2.3532337486148673,1.7811597229570582,1.5395191332415015,1.7193381734231314
2009-05-08,1.130554066990682,1.223170081813983,1.0449957535387118,1.0772035885775044,1.4038274465965634,7.083492704381418,-0.6125635334893024,3.8193508808788983,4.297557967766307,1.6911277889160992,2.12526826216219,1.6433223452899277,1.647788355194623,1.3241849953270568
2009-05-11,1.035293665128617,1.0826572297963082,0.9919853157509282,0.9564037770796477,0.8521122267363784,4.946923164197748,-1.3756201589695647,2.870012769317698,2.4191958973706726,0.9749692498798521,1.6380178258696354,1.3861271979153744,1.6226991877009758,0.848616309175605
2009-05-12,0.908279795979198,0.9971276676985912,0.9754195539422467,1.0772035885775044,0.40196918039825535,3.2037015039809993,1.4017173588715326,3.140461765362152,1.7339465911254706,1.2588457784197808,1.839031310035593,1.3799673285954719,1.6036434746770054,0.8584966307584407
2009-05-13,1.086099212788385,1.018510058223021,1.0582483629856583,0.98819320115803,0.3098814080913083,2.8470828676775586,-1.016831724332147,0.8714040220286317,2.825960160466414,0.7350670647768743,1.4946928798573194,1.2249616365981209,1.5323180536889272,0.6366614497297055
2009-05-14,0.9336825698090816,0.8871610878586709,0.9754195539422467,0.9405090650404558,0.11139638735175027,2.078430790973325,-0.564966289984448,-0.9506394454742064,2.7031008830994705,0.45915987577762746,1.3138229230678258,1.0013812151925012,1.400211879541156,0.35037111096428175
2009-05-15,0.9400332632665529,0.9177073600364266,0.9522274874100906,0.9055406985542331,0.06637684370329937,1.9040883363703416,-0.42352931972142893,-0.8715218652479882,1.9006471729642955,0.24471044023746522,1.1791451088562106,0.7305950933605797,1.2097324765041901,0.038765914223220635
2009-05-18,0.876526328691843,1.1254220108451656,0.876024983090151,1.194824457667521,0.8592676844440784,4.974633353139461,3.4274866605199428,1.1907941753096536,2.9521403348583624,1.2491104640515907,1.7325443026659089,1.0305507892045913,1.1961864710960748,0.6427382666909732
2009-05-19,1.232165162310217,1.284262626169494,1.2139665239872726,1.207540227298875,1.0381664474567163,5.667435788291065,0.12646393120519275,0.6151931038380771,2.6789819880315817,1.2798808185796384,1.7537508712629288,1.0299628313652305,1.18693344101213,0.6522496587267815
2009-05-20,1.1781842679217136,1.2140062001606569,1.2305322857959553,1.1789297456283296,0.32825797158102,2.918247853510864,-0.32314158508073026,0.9379383976610312,1.2843410621814269,1.0504832898966783,1.635626699807192,0.9563690946602855,1.152932334423919,0.5470846460046307
2009-05-21,1.130554066990682,1.0948757386674093,1.0781272771560768,1.0390562796834435,0.33774185465183,2.954975090611358,-1.5447585972890445,0.4791487113624746,-0.34861268315477295,0.09086598708276292,1.0855927129210903,0.5494313088870322,0.9763651034987141,-0.04761513531941137
