date,open,high,low,close,volume,outstanding_share,turnover
2011-01-07,8.80408432750608,8.855033889586554,8.661425553680749,8.691995290929034,6851778.0,2125685907.0,0.003223325693338193
2011-01-10,8.661425553680749,8.80408432750608,8.57990625435199,8.60028607918418,5862535.0,2125685907.0,0.002757949789615837
2011-01-11,8.5595264295198,8.70218520334513,8.488197042607135,8.610475991600273,5130038.0,2125685907.0,0.002413356546753452
2011-01-12,8.630855816432465,8.64104572884856,8.365918093613995,8.518766779855419,5456590.0,2125685907.0,0.0025669784901104866
2011-01-13,8.549336517103706,8.569716341935894,8.43724748052666,8.47800713019104,3445823.0,2125685907.0,0.001621040525626442
2011-01-14,8.396487830862279,8.488197042607135,8.29458870670133,8.365918093613995,4147684.0,2125685907.0,0.001951221479307667
2011-01-17,8.264018969453044,8.447437392942753,8.182499670124283,8.223259319788665,5779714.0,2125685907.0,0.0027189877775296366
2011-01-18,8.162119845292095,8.27420888186914,8.111170283211619,8.202879494956475,3492662.0,2125685907.0,0.0016430752956015152
2011-01-19,8.162119845292095,8.427057568110564,8.162119845292095,8.386297918446186,5186751.0,2125685907.0,0.0024400364056231193
2011-01-20,8.37610800603009,8.386297918446186,8.13155010804381,8.13155010804381,4918728.0,2125685907.0,0.0023139486336162646
2011-01-21,8.09079045837943,8.43724748052666,8.07041063354724,8.27420888186914,6531772.0,2125685907.0,0.0030727832265766628
2011-01-24,8.27420888186914,8.47800713019104,8.27420888186914,8.43724748052666,6842560.0,2125685907.0,0.0032189892107140927
2011-01-25,8.43724748052666,8.447437392942753,8.223259319788665,8.264018969453044,4432773.0,2125685907.0,0.002085337718711234
2011-01-26,8.202879494956475,8.498386955023228,8.182499670124283,8.467817217774945,6198903.0,2125685907.0,0.0029161895365569642
2011-01-27,8.386297918446186,9.252440473814259,8.31496853153352,9.058832137908455,31074292.0,2125685907.0,0.014618477686506108
2011-01-28,8.916173364083125,9.099591787572834,8.834654064754364,9.00788257582798,18035692.0,2125685907.0,0.008484645798613745
2011-01-31,8.936553188915314,9.221870736565975,8.926363276499218,9.119971612405024,17668366.0,2125685907.0,0.00831184228197454
2011-02-01,9.06902205032455,9.262630386230354,8.997692663411884,9.038452313076263,11295085.0,2125685907.0,0.005313618988960066
2011-02-09,8.916173364083125,9.33395977314302,8.84484397717046,9.23206064898207,22419388.0,2125685907.0,0.01054689591071368
2011-02-10,9.221870736565975,9.27282029864645,9.038452313076263,9.27282029864645,14221869.0,2125685907.0,0.006690484682222621
2011-02-11,9.211680824149878,9.41547907247178,9.099591787572834,9.130161524821121,15162839.0,2125685907.0,0.007133151210189587
2011-02-14,9.119971612405024,9.354339597975208,9.06902205032455,9.303390035894735,19551988.0,2125685907.0,0.009197966611913
2011-02-15,9.344149685559115,9.527568109048824,9.283010211062544,9.364529510391304,24413802.0,2125685907.0,0.011485140828945618
2011-02-16,9.344149685559115,9.45623872213616,9.160731262069405,9.405289160055684,16901684.0,2125685907.0,0.00795116717119017
2011-02-17,9.374719422807399,9.537758021464919,9.191300999317688,9.527568109048824,21945988.0,2125685907.0,0.01032419132465933
2011-02-18,9.45623872213616,9.45623872213616,9.23206064898207,9.242250561398166,12256945.0,2125685907.0,0.005766112933071254
2011-02-21,9.211680824149878,9.507188284216635,9.1709211744855,9.425668984887874,12412543.0,2125685907.0,0.0058393118941631105
2011-02-22,9.425668984887874,9.527568109048824,9.079211962740645,9.089401875156739,18966248.0,2125685907.0,0.008922413202036626
2011-02-23,9.02826240066017,9.262630386230354,8.997692663411884,9.109781699988929,11371774.0,2125685907.0,0.0053496962851153716
2011-02-24,9.06902205032455,9.109781699988929,8.977312838579696,9.058832137908455,10304550.0,2125685907.0,0.004847635281424482
2011-02-25,9.04864222549236,9.252440473814259,9.038452313076263,9.191300999317688,9878085.0,2125685907.0,0.004647010627238449
2011-02-28,9.211680824149878,9.323769860726925,9.119971612405024,9.303390035894735,10203191.0,2125685907.0,0.004799952319578511
2011-03-01,9.283010211062544,9.323769860726925,9.201490911733783,9.242250561398166,10369955.0,2125685907.0,0.004878404173378189
2011-03-02,9.191300999317688,9.191300999317688,8.977312838579696,9.06902205032455,9763421.0,2125685907.0,0.004593068509250836
2011-03-03,9.079211962740645,9.160731262069405,8.916173364083125,8.916173364083125,10687791.0,2125685907.0,0.005027925793177872
2011-03-04,8.90598345166703,9.06902205032455,8.90598345166703,9.038452313076263,7009596.0,2125685907.0,0.0032975690232112925
2011-03-07,9.058832137908455,9.15054134965331,9.038452313076263,9.119971612405024,10624891.0,2125685907.0,0.004998335344375974
2011-03-08,9.1709211744855,9.303390035894735,9.140351437237214,9.201490911733783,11673147.0,2125685907.0,0.005491473110660276
2011-03-09,9.252440473814259,9.354339597975208,9.181111086901595,9.31357994831083,14738230.0,2125685907.0,0.0069333996859395845
2011-03-10,9.29320012347864,9.31357994831083,9.109781699988929,9.109781699988929,9020737.0,2125685907.0,0.004243682930904429
2011-03-11,9.02826240066017,9.160731262069405,8.946743101331409,9.00788257582798,8323220.0,2125685907.0,0.003915545552892448
2011-03-14,8.7633246778417,8.834654064754364,8.45762730535885,8.74294485300951,16779280.0,2125685907.0,0.007893583875559843
2011-03-15,8.681805378512939,8.681805378512939,8.151929932876,8.427057568110564,23370032.0,2125685907.0,0.01099411344029765
2011-03-16,8.427057568110564,8.518766779855419,8.33534835636571,8.467817217774945,16788704.0,2125685907.0,0.00789801726807986
2011-03-17,8.05003080871505,8.182499670124283,7.917561947305814,8.100980370795524,24706132.0,2125685907.0,0.011622663498234313
2011-03-18,8.100980370795524,8.233449232204759,8.100980370795524,8.162119845292095,12845790.0,2125685907.0,0.006043127047932204
2011-03-21,8.243639144620854,8.447437392942753,8.17230975770819,8.284398794285236,13342722.0,2125685907.0,0.006276901943067735
2011-03-22,8.284398794285236,8.31496853153352,8.100980370795524,8.21306940737257,7645011.0,2125685907.0,0.0035964913606589574
2011-03-23,8.223259319788665,8.253829057036949,8.162119845292095,8.233449232204759,8362869.0,2125685907.0,0.003934197885238179
2011-03-24,8.243639144620854,8.304778619117425,8.151929932876,8.192689582540378,10120615.0,2125685907.0,0.0047611055644073575
2011-03-25,8.233449232204759,8.233449232204759,8.151929932876,8.223259319788665,9559091.0,2125685907.0,0.004496944242101521
2011-03-28,8.223259319788665,8.243639144620854,8.151929932876,8.162119845292095,10863404.0,2125685907.0,0.005110540538574498
2011-03-29,8.162119845292095,8.162119845292095,7.958321596970194,7.999081246634574,13922791.0,2125685907.0,0.006549787508188057
2011-03-30,7.999081246634574,8.07041063354724,7.96851150938629,8.019461071466765,6598887.0,2125685907.0,0.0031043565647537598
2011-03-31,8.019461071466765,8.07041063354724,7.927751859721909,7.937941772138005,6630538.0,2125685907.0,0.003119246346868686
2011-04-01,7.978701421802385,8.060220721131145,7.927751859721909,8.019461071466765,5208212.0,2125685907.0,0.0024501324409448608
2011-04-06,8.019461071466765,8.019461071466765,7.897182122473625,7.978701421802385,7201766.0,2125685907.0,0.003387972783883165
2011-04-07,7.999081246634574,8.080600545963334,7.978701421802385,8.080600545963334,8177581.0,2125685907.0,0.003847031667788161
2011-04-08,8.05003080871505,8.162119845292095,7.999081246634574,8.151929932876,8518254.0,2125685907.0,0.004007296643379402
2011-04-11,8.21306940737257,8.233449232204759,8.07041063354724,8.080600545963334,8618543.0,2125685907.0,0.00405447623829027
2011-04-12,8.100980370795524,8.182499670124283,8.07041063354724,8.162119845292095,7814809.0,2125685907.0,0.003676370518459668
2011-04-13,8.162119845292095,8.21306940737257,8.151929932876,8.21306940737257,10419005.0,2125685907.0,0.004901479078207014
2011-04-14,8.233449232204759,8.253829057036949,8.121360195627714,8.13155010804381,7501288.0,2125685907.0,0.003528878831673978
2011-04-15,8.17230975770819,8.17230975770819,8.05003080871505,8.100980370795524,6585085.0,2125685907.0,0.0030978636017273084
2011-04-18,8.060220721131145,8.141740020459904,8.02965098388286,8.05003080871505,6775872.0,2125685907.0,0.0031876167488746492
2011-04-19,8.05003080871505,8.080600545963334,7.9481316845541,7.978701421802385,7216131.0,2125685907.0,0.0033947306025960307
2011-04-20,7.999081246634574,8.121360195627714,7.988891334218479,8.07041063354724,6378532.0,2125685907.0,0.003000693554487587
2011-04-21,8.111170283211619,8.13155010804381,8.019461071466765,8.05003080871505,6269086.0,2125685907.0,0.002949206173572284
2011-04-22,8.05003080871505,8.17230975770819,8.02965098388286,8.13155010804381,10038965.0,2125685907.0,0.004722694433331443
2011-04-25,8.05003080871505,8.233449232204759,8.00927115905067,8.02965098388286,7655023.0,2125685907.0,0.0036012013697750878
2011-04-26,8.00927115905067,8.05003080871505,7.9481316845541,7.958321596970194,5553033.0,2125685907.0,0.002612348786673308
2011-04-27,7.978701421802385,8.00927115905067,7.897182122473625,7.917561947305814,5331694.0,2125685907.0,0.0025082228670013948
2011-04-28,7.907372034889719,7.96851150938629,7.662814136903439,7.673004049319535,5482965.0,2125685907.0,0.002579386249842602
2011-04-29,7.693383874151724,7.774903173480484,7.6424343120712495,7.774903173480484,3666924.0,2125685907.0,0.0017250544814380237
2011-05-03,7.774903173480484,8.039840896298955,7.72395361140001,7.96851150938629,6065270.0,2125685907.0,0.002853323710726375
2011-05-04,7.897182122473625,7.9481316845541,7.744333436232199,7.76471326106439,4660796.0,2125685907.0,0.0021926080352001882
2011-05-05,7.7850930858965794,7.96851150938629,7.7850930858965794,7.917561947305814,5218643.0,2125685907.0,0.002455039562907541
2011-05-06,7.846232560393149,7.988891334218479,7.744333436232199,7.927751859721909,4674415.0,2125685907.0,0.0021990149083676454
2011-05-09,7.96851150938629,8.151929932876,7.9481316845541,8.080600545963334,8166473.0,2125685907.0,0.00384180606039084
2011-05-10,8.100980370795524,8.100980370795524,7.988891334218479,8.02965098388286,4987780.0,2125685907.0,0.002346433207076816
2011-05-11,8.039840896298955,8.07041063354724,7.897182122473625,7.897182122473625,4881088.0,2125685907.0,0.0022962414079739204
2011-05-12,7.897182122473625,7.897182122473625,7.744333436232199,7.754523348648295,4194080.0,2125685907.0,0.0019730478459628795
2011-05-13,7.815662823144865,7.856422472809244,7.754523348648295,7.856422472809244,3725828.0,2125685907.0,0.0017527650664336835
2011-05-16,7.856422472809244,7.876802297641435,7.795282998312675,7.825852735560959,3292974.0,2441626162.0,0.0013486806667006872
2011-05-17,7.825852735560959,7.988891334218479,7.7850930858965794,7.937941772138005,5761218.0,2441626162.0,0.002359582351165846
2011-05-18,7.927751859721909,7.999081246634574,7.88699221005753,7.999081246634574,5916830.0,2441626162.0,0.0024233152855609023
2011-05-19,7.988891334218479,7.999081246634574,7.825852735560959,7.856422472809244,4105181.0,2441626162.0,0.0016813306901320793
2011-05-20,7.856422472809244,7.927751859721909,7.80547291072877,7.856422472809244,2604436.0,2441626162.0,0.0010666809032987418
2011-05-23,7.846232560393149,7.917561947305814,7.632244399655155,7.652624224487345,5000677.0,2441626162.0,0.0020480928152833253
2011-05-24,7.652624224487345,7.652624224487345,7.52015536307811,7.5711049251585845,3227541.0,2441626162.0,0.0013218817238410635
2011-05-26,7.58129483757468,7.591484749990775,7.3367369395884,7.3571167644205895,4630198.0,2441626162.0,0.0018963582845161208
2011-05-27,7.387686501668875,7.448825976165444,7.183888253346974,7.183888253346974,5214409.0,2441626162.0,0.0021356295575276525
2011-05-30,7.234837815427449,7.245027727843545,7.09217904160212,7.102368954018214,3651310.0,2441626162.0,0.0014954418726448753
2011-05-31,7.122748778850405,7.153318516098689,7.07179921676993,7.132938691266499,4358733.0,2441626162.0,0.001785176235345401
2011-06-01,7.132938691266499,7.1431286036825945,7.07179921676993,7.122748778850405,4828711.0,2441626162.0,0.0019776618858165724
2011-06-02,7.081989129186025,7.102368954018214,6.878190880864125,6.939330355360695,5135092.0,2441626162.0,0.0021031442404736158
2011-06-03,6.939330355360695,7.020849654689454,6.918950530528504,7.01065974227336,12922792.0,2441626162.0,0.005292698858294753
2011-06-07,6.959710180192885,7.0004698298572645,6.9291404429445995,6.99027991744117,5178489.0,2441626162.0,0.002120918050680684
2011-06-08,7.0004698298572645,7.0004698298572645,6.817051406367555,6.939330355360695,5164977.0,2441626162.0,0.002115384033962526
2011-06-09,6.9291404429445995,6.969900092608979,6.817051406367555,6.837431231199744,3880058.0,2441626162.0,0.0015891286145221113
2011-06-10,6.888380793280219,6.9291404429445995,6.82724131878365,6.86800096844803,3848984.0,2441626162.0,0.0015764018504975375
2011-06-13,6.817051406367555,6.817051406367555,6.7253421946227,6.806861493951459,3692081.0,2441626162.0,0.0015121401701297793
2011-06-14,6.7864816691192695,6.86800096844803,6.755911931870984,6.857811056031935,4937034.0,2441626162.0,0.0020220269903874007
2011-06-15,6.918950530528504,7.07179921676993,6.888380793280219,6.959710180192885,8969013.0,2441626162.0,0.0036733768418721587
2011-06-16,6.9291404429445995,6.9291404429445995,6.82724131878365,6.847621143615839,3268825.0,2441626162.0,0.00133879012720048
2011-06-17,6.888380793280219,7.01065974227336,6.86800096844803,6.9291404429445995,6371150.0,2441626162.0,0.002609387996883693
2011-06-20,6.9291404429445995,6.980090005025074,6.806861493951459,6.82724131878365,3253485.0,2441626162.0,0.001332507429120511
2011-06-21,6.90876061811241,6.90876061811241,6.654012807710035,6.7253421946227,5019316.0,2441626162.0,0.002055726662057285
2011-06-22,6.7864816691192695,6.817051406367555,6.684582544958319,6.7253421946227,3544566.0,2441626162.0,0.0014517234682219137
2011-06-23,6.7151522822066045,6.817051406367555,6.623443070461749,6.806861493951459,4767875.0,2441626162.0,0.0019527457045653985
2011-06-24,6.796671581535365,6.980090005025074,6.74572201945489,6.969900092608979,7416020.0,2441626162.0,0.0030373282017609705
2011-06-27,6.9291404429445995,7.183888253346974,6.9291404429445995,7.081989129186025,9430122.0,2441626162.0,0.0038622300771365995
2011-06-28,7.051419391937739,7.122748778850405,6.9291404429445995,7.051419391937739,5099924.0,2441626162.0,0.0020887407250840227
2011-06-29,7.051419391937739,7.081989129186025,6.980090005025074,6.99027991744117,4162967.0,2441626162.0,0.0017049977039032072
2011-06-30,7.01065974227336,7.122748778850405,6.969900092608979,7.051419391937739,5202635.0,2441626162.0,0.0021308073614915665
2011-07-01,7.081989129186025,7.102368954018214,7.0004698298572645,7.041229479521645,5036705.0,2441626162.0,0.00206284855494598
2011-07-04,7.081989129186025,7.163508428514785,7.07179921676993,7.163508428514785,7080185.0,2441626162.0,0.002899782575314656
2011-07-05,7.199609326709799,7.220179639071827,7.137898389623715,7.209894482890813,5278444.0,2441626162.0,0.002161855931161996
2011-07-06,7.199609326709799,7.199609326709799,7.107042921080674,7.137898389623715,4132685.0,2441626162.0,0.0016925953138603369
2011-07-07,7.14818354580473,7.158468701985743,7.096757764899659,7.096757764899659,5459940.0,2441626162.0,0.002236189997050007
2011-07-08,7.137898389623715,7.168753858166757,7.086472608718645,7.117328077261687,3753167.0,2441626162.0,0.0015371587421580061
2011-07-11,7.055617140175603,7.127613233442701,7.055617140175603,7.086472608718645,3533674.0,2441626162.0,0.0014472625068472707
2011-07-12,7.055617140175603,7.065902296356618,6.911624953641407,6.921910109822422,5113093.0,2441626162.0,0.002094134261656064
2011-07-13,6.942480422184449,7.004191359270533,6.911624953641407,7.004191359270533,3919427.0,2441626162.0,0.0016052527045293022
2011-07-14,7.014476515451547,7.045331983994589,6.983621046908506,7.045331983994589,5486615.0,2441626162.0,0.0022471150929615573
2011-07-15,7.045331983994589,7.096757764899659,6.993906203089519,7.065902296356618,4922030.0,2441626162.0,0.0020158819055117907
2011-07-18,7.076187452537631,7.168753858166757,7.076187452537631,7.127613233442701,7128596.0,2441626162.0,0.0029196099349462984
2011-07-19,7.107042921080674,7.168753858166757,7.035046827813575,7.096757764899659,5973780.0,2441626162.0,0.002446639904573565
2011-07-20,7.158468701985743,7.158468701985743,7.014476515451547,7.065902296356618,3371565.0,2441626162.0,0.0013808686409381619
2011-07-21,7.086472608718645,7.117328077261687,6.983621046908506,6.983621046908506,3646510.0,2441626162.0,0.0014934759697254588
2011-07-22,7.004191359270533,7.065902296356618,6.963050734546477,7.004191359270533,2657407.0,2441626162.0,0.0010883758707038297
2011-07-25,6.952765578365463,6.973335890727491,6.736777298564169,6.747062454745183,5192526.0,2441626162.0,0.002126667088030653
2011-07-26,6.736777298564169,6.798488235650254,6.695636673840113,6.757347610926198,2805787.0,2441626162.0,0.0011491468447002986
2011-07-27,6.705921830021127,6.870484328917351,6.685351517659099,6.83962886037431,5246386.0,2441626162.0,0.0021487261570389414
2011-07-28,6.911624953641407,7.240749951433855,6.870484328917351,7.055617140175603,12079133.0,2441626162.0,0.004947167255983883
2011-07-29,6.942480422184449,7.004191359270533,6.880769485098366,6.911624953641407,4841160.0,2441626162.0,0.0019827605369507014
2011-08-01,6.911624953641407,6.993906203089519,6.891054641279379,6.921910109822422,2646189.0,2441626162.0,0.0010837813917559096
2011-08-02,6.870484328917351,6.891054641279379,6.726492142383155,6.819058548012281,3616728.0,2441626162.0,0.0014812783612366946
2011-08-03,6.767632767107211,6.819058548012281,6.726492142383155,6.798488235650254,2626522.0,2441626162.0,0.0010757265141067079
2011-08-04,6.849914016555323,6.870484328917351,6.747062454745183,6.788203079469239,2280968.0,2441626162.0,0.000934200343811683
2011-08-05,6.675066361478086,6.675066361478086,6.479648394038819,6.551644487305918,4414653.0,2441626162.0,0.0018080790043566056
2011-08-08,6.479648394038819,6.551644487305918,6.1299530838843435,6.2122343333324554,6312295.0,2441626162.0,0.002585283160149887
2011-08-09,6.1299530838843435,6.1299530838843435,5.7596874613678395,6.0476718344362315,7113287.0,2441626162.0,0.0029133399333226835
2011-08-10,6.1299530838843435,6.263660114237525,6.11966792770333,6.140238240065357,5482528.0,2441626162.0,0.0022454412085382955
2011-08-11,6.0476718344362315,6.201949177151442,5.9653905849881195,6.1916640209704275,3648080.0,2441626162.0,0.0014941189838053512
2011-08-12,6.315085895142595,6.376796832228679,6.263660114237525,6.273945270418539,4904841.0,2441626162.0,0.002008841925244738
2011-08-15,6.345941363685637,6.366511676047666,6.273945270418539,6.356226519866651,3733599.0,2441626162.0,0.0015291444112565174
2011-08-16,6.335656207504623,6.366511676047666,6.263660114237525,6.263660114237525,3328867.0,2441626162.0,0.0013633811153437338
2011-08-17,6.243089801875498,6.263660114237525,6.1916640209704275,6.243089801875498,2669918.0,2441626162.0,0.0010934999147506677
2011-08-18,6.2533749580565114,6.263660114237525,6.11966792770333,6.1299530838843435,3418164.0,2441626162.0,0.001399953872217724
2011-08-19,6.037386678255218,6.0476718344362315,5.975675741169133,6.0065312097121755,4274534.0,2441626162.0,0.0017506914311970745
2011-08-22,6.0065312097121755,6.099097615341301,6.0065312097121755,6.0271015220742035,2637345.0,2441626162.0,0.0010801592156268844
2011-08-23,6.078527302979274,6.1093827715223155,6.016816365893189,6.099097615341301,2202949.0,2441626162.0,0.0009022466396721055
2011-08-24,6.160808552427386,6.1710937086083995,6.057956990617245,6.0888124591602875,3014384.0,2441626162.0,0.0012345804803839582
2011-08-25,6.1505233962463715,6.273945270418539,6.0888124591602875,6.263660114237525,6019666.0,2441626162.0,0.002465433117356972
2011-08-26,6.243089801875498,6.273945270418539,6.201949177151442,6.243089801875498,3127038.0,2441626162.0,0.0012807194027764518
2011-08-29,6.181378864789413,6.2122343333324554,6.099097615341301,6.1505233962463715,2883041.0,2441626162.0,0.001180787233062094
2011-08-30,6.2122343333324554,6.243089801875498,6.0682421467982595,6.0888124591602875,4792442.0,2441626162.0,0.001962807441444838
2011-08-31,6.0682421467982595,6.1916640209704275,6.0476718344362315,6.099097615341301,4257547.0,2441626162.0,0.0017437341826778805
2011-09-01,6.1093827715223155,6.140238240065357,6.0476718344362315,6.078527302979274,2155922.0,2441626162.0,0.0008829861153822286
2011-09-02,6.099097615341301,6.1093827715223155,6.016816365893189,6.0476718344362315,1955879.0,2441626162.0,0.0008010558825262129
2011-09-05,5.9859608973501475,6.0271015220742035,5.7596874613678395,5.8419687108159515,3212862.0,2441626162.0,0.0013158697469756223
2011-09-06,5.8213983984539235,5.9036796479020355,5.7802577737298675,5.872824179358993,2324788.0,2441626162.0,0.0009521473992135246
2011-09-07,5.9448202726260915,5.955105428807106,5.8831093355400075,5.9448202726260915,2289730.0,2441626162.0,0.0009377889357658349
2011-09-08,5.9448202726260915,5.996246053531162,5.913964804083049,5.9653905849881195,2553721.0,2441626162.0,0.0010459099102657797
2011-09-09,6.037386678255218,6.099097615341301,5.955105428807106,6.0065312097121755,2271258.0,2441626162.0,0.0009302234860309463
2011-09-13,5.8625390231779795,5.9448202726260915,5.81111324227291,5.9036796479020355,1726099.0,2441626162.0,0.0007069464715213024
2011-09-14,5.9036796479020355,5.955105428807106,5.8008280860918955,5.9242499602640635,2595652.0,2441626162.0,0.0010630833009562092
2011-09-15,5.913964804083049,5.934535116445077,5.872824179358993,5.8831093355400075,2066083.0,2441626162.0,0.0008461913753035875
2011-09-16,5.934535116445077,5.955105428807106,5.8831093355400075,5.9036796479020355,1865837.0,2441626162.0,0.0007641780011366048
2011-09-19,5.8419687108159515,5.8831093355400075,5.81111324227291,5.8213983984539235,1282156.0,2441626162.0,0.0005251237965724255
2011-09-20,5.790542929910881,5.852253866996966,5.7802577737298675,5.81111324227291,1662603.0,2441626162.0,0.0006809408524022851
2011-09-21,5.9859608973501475,6.397367144590707,5.9859608973501475,6.304800738961581,17106314.0,2441626162.0,0.007006115131887254
2011-09-22,6.1710937086083995,6.243089801875498,6.0682421467982595,6.0888124591602875,8063217.0,2441626162.0,0.0033023962167063312
2011-09-23,6.0065312097121755,6.222519489513469,5.9448202726260915,6.201949177151442,7952336.0,2441626162.0,0.0032569834497046973
2011-09-26,6.1093827715223155,6.304800738961581,6.078527302979274,6.1710937086083995,6716729.0,2441626162.0,0.0027509244062564235
2011-09-27,6.181378864789413,6.263660114237525,6.1710937086083995,6.1916640209704275,4584615.0,2441626162.0,0.0018776891693545017
2011-09-28,6.181378864789413,6.243089801875498,6.0682421467982595,6.0888124591602875,3657547.0,2441626162.0,0.0014979963177507926
2011-09-29,6.0476718344362315,6.2122343333324554,6.0271015220742035,6.1916640209704275,6945978.0,2441626162.0,0.0028448163392508735
2011-09-30,6.2122343333324554,6.243089801875498,6.1299530838843435,6.2122343333324554,4441396.0,2441626162.0,0.001819031950559514
2011-10-10,6.243089801875498,6.32537105132361,6.181378864789413,6.315085895142595,5622680.0,2441626162.0,0.0023028422972803976
2011-10-11,6.407652300771722,6.531074174943889,6.263660114237525,6.32537105132361,6814328.0,2441626162.0,0.002790897356054788
2011-10-12,6.284230426599554,6.654496049116057,6.2533749580565114,6.644210892935043,14478822.0,2441626162.0,0.00592999134156558
2011-10-13,6.572214799667945,6.63392573675403,6.510503862581862,6.603070268210987,8251087.0,2441626162.0,0.003379340837846085
2011-10-14,6.603070268210987,6.603070268210987,6.438507769314763,6.551644487305918,5504516.0,2441626162.0,0.002254446682161657
2011-10-17,6.613355424392001,6.613355424392001,6.459078081676791,6.551644487305918,4505324.0,2441626162.0,0.0018452145009412789
2011-10-18,6.479648394038819,6.561929643486931,6.273945270418539,6.284230426599554,4924084.0,2441626162.0,0.002016723148136058
2011-10-19,6.284230426599554,6.448792925495777,6.284230426599554,6.315085895142595,3924091.0,2441626162.0,0.001607162906866002
2011-10-20,6.2533749580565114,6.376796832228679,6.243089801875498,6.32537105132361,4366843.0,2441626162.0,0.0017884977921529988
2011-10-21,6.366511676047666,6.387081988409693,6.2533749580565114,6.284230426599554,3524560.0,2441626162.0,0.001443529748679028
2011-10-24,6.284230426599554,6.42822261313375,6.140238240065357,6.376796832228679,6185662.0,2441626162.0,0.0025334189550677007
2011-10-25,6.356226519866651,6.500218706400847,6.273945270418539,6.469363237857806,8050017.0,2441626162.0,0.0032969899836779353
2011-10-26,6.438507769314763,6.613355424392001,6.397367144590707,6.479648394038819,8168937.0,2441626162.0,0.0033456952285064842
2011-10-27,6.500218706400847,6.551644487305918,6.42822261313375,6.459078081676791,4919566.0,2441626162.0,0.0020148727420131567
2011-10-28,6.531074174943889,6.592785112029974,6.438507769314763,6.520789018762875,6494569.0,2441626162.0,0.002659935866136087
2011-10-31,6.479648394038819,6.500218706400847,6.407652300771722,6.469363237857806,5130464.0,2441626162.0,0.002101248782408812
2011-11-01,6.42822261313375,6.767632767107211,6.407652300771722,6.613355424392001,16519876.0,2441626162.0,0.006765931761833735
2011-11-02,6.489933550219833,6.705921830021127,6.459078081676791,6.685351517659099,8572014.0,2441626162.0,0.0035107806974751772
2011-11-03,6.705921830021127,6.963050734546477,6.63392573675403,6.664781205297071,18115658.0,2441626162.0,0.0074195051977821985
2011-11-04,6.654496049116057,6.808773391831267,6.644210892935043,6.747062454745183,8049928.0,2441626162.0,0.0032969535325613046
2011-11-07,6.695636673840113,6.83962886037431,6.675066361478086,6.695636673840113,6165229.0,2441626162.0,0.0025250503520776084
2011-11-08,6.695636673840113,6.788203079469239,6.531074174943889,6.561929643486931,8511811.0,2441626162.0,0.0034861237696715013
2011-11-09,6.613355424392001,6.675066361478086,6.417937456952735,6.561929643486931,9207204.0,2441626162.0,0.0037709310881802387
2011-11-10,6.469363237857806,6.500218706400847,6.42822261313375,6.438507769314763,5270806.0,2441626162.0,0.002158727688141474
2011-11-11,6.489933550219833,6.531074174943889,6.438507769314763,6.459078081676791,3826501.0,2441626162.0,0.001567193643135611
2011-11-14,6.531074174943889,6.572214799667945,6.489933550219833,6.551644487305918,5529050.0,2441626162.0,0.0022644949034585256
2011-11-15,6.561929643486931,6.623640580573015,6.541359331124903,6.603070268210987,4394797.0,2441626162.0,0.0017999467192799518
2011-11-16,6.603070268210987,6.613355424392001,6.335656207504623,6.356226519866651,8690632.0,2441626162.0,0.003559362254245046
2011-11-17,6.356226519866651,6.42822261313375,6.315085895142595,6.32537105132361,3782795.0,2441626162.0,0.0015492932779281056
2011-11-18,6.294515582780567,6.356226519866651,6.1916640209704275,6.2328046456944834,4212744.0,2441626162.0,0.0017253845267406664
2011-11-21,6.273945270418539,6.304800738961581,6.1916640209704275,6.284230426599554,2172460.0,2441626162.0,0.0008897594700658356
2011-11-22,6.2533749580565114,6.315085895142595,6.1710937086083995,6.294515582780567,2817349.0,2441626162.0,0.0011538822133574436
2011-11-23,6.335656207504623,6.407652300771722,6.243089801875498,6.273945270418539,3792894.0,2441626162.0,0.0015534294557579369
2011-11-24,6.243089801875498,6.243089801875498,6.0682421467982595,6.1710937086083995,3264466.0,2441626162.0,0.0013370048416117847
2011-11-25,6.181378864789413,6.1916640209704275,6.057956990617245,6.057956990617245,2793382.0,2441626162.0,0.001144066214342931
2011-11-28,6.0682421467982595,6.1093827715223155,5.996246053531162,6.0271015220742035,2040733.0,2441626162.0,0.000835808950510418
2011-11-29,6.078527302979274,6.099097615341301,5.996246053531162,6.0682421467982595,3507612.0,2441626162.0,0.0014365884731210544
2011-11-30,6.0682421467982595,6.078527302979274,5.7596874613678395,5.831683554634937,5602209.0,2441626162.0,0.0022944581308921934
2011-12-01,5.975675741169133,6.016816365893189,5.7185468366437835,5.9242499602640635,6601790.0,2441626162.0,0.002703849632161666
2011-12-02,5.8625390231779795,5.934535116445077,5.8008280860918955,5.831683554634937,2906478.0,2441626162.0,0.0011903861636292543
2011-12-05,5.852253866996966,5.9036796479020355,5.769972617548854,5.8625390231779795,3440919.0,9850714660.0,0.0003493065344763524
2011-12-06,5.872824179358993,5.872824179358993,5.687691368100742,5.749402305186825,3353517.0,9850714660.0,0.0003404338787334238
2011-12-07,5.769972617548854,5.790542929910881,5.6979765242817555,5.728831992824798,1961554.0,9850714660.0,0.00019912809046892035
2011-12-08,5.728831992824798,5.7596874613678395,5.6156952748336435,5.7185468366437835,2996519.0,9850714660.0,0.00030419305638480445
