date,open,high,low,close,volume,outstanding_share,turnover,r_1,r_5,r_10,rsi_5,rsi_14,K,D,J
2009-09-15,9.814659456267458,9.925959718142659,9.622413549392117,9.774186633767387,22752958.0,616038405.0,0.0369343174310699,-0.004123711340206085,0.042071197411003146,0.1391509433962263,74.42669624687896,49.81780389276337,79.65595849521895,68.99663549502846,100.97460449559995
2009-09-16,9.733713811267314,9.733713811267314,9.440285848141794,9.602177138142082,21551538.0,616038405.0,0.03498408187716803,-0.01759834368530014,0.022629310344827597,0.10735122520420072,56.87352498163059,46.99008853180798,73.89250279609578,70.6285912620509,80.42032586418554
2009-09-17,9.602177138142082,10.199151270018143,9.602177138142082,10.01702356876782,36297844.0,616038405.0,0.05892139792810482,0.043203371970495306,0.06681034482758627,0.09634551495016629,74.79463215618944,53.800973635855456,76.98752522854987,72.74823591755056,85.46610385054848
2009-09-18,9.96643254064273,10.108087419392982,9.46052225939183,9.66288637189219,27638818.0,616038405.0,0.04486541386977327,-0.035353535353535366,0.022483940042826563,0.039173014145810856,51.81765726262704,48.117446729793,68.14744672557532,71.21463952022549,62.013061136274985
2009-09-21,9.51111328751692,10.371160765643449,9.490876876266885,10.290215120643305,53946936.0,616038405.0,0.0875707351394756,0.06492146596858626,0.048453608247422765,0.10543478260869575,71.32396787386391,56.81953406985095,76.4857622045146,72.97168041498853,83.51392578356675
2009-09-22,10.16879665314309,10.280096915018287,9.733713811267314,9.794423045017423,33106816.0,616038405.0,0.05374148061434579,-0.048180924287119,0.0020703933747411502,0.04422869471413147,50.947647453048255,49.72153842267271,67.50968217764101,71.1510143358727,60.227017861177615
2009-09-23,9.96643254064273,10.401515382518504,9.784304839392405,9.915841512517641,41110800.0,616038405.0,0.066734151095661,0.012396694214876273,0.03266596417281361,0.05603448275862082,54.892528633129544,51.32519771844468,64.54668467015154,68.94957111396565,55.74091178252331
2009-09-24,9.915841512517641,9.915841512517641,9.187330707516344,9.51111328751692,24204204.0,616038405.0,0.039290089389800296,-0.04081632653061231,-0.050505050505050504,0.012931034482758681,41.115194452592334,46.052348673650165,51.920012002323276,63.27305141008486,29.21393318680009
2009-09-25,9.369458408766668,9.500995081891903,9.217685324391397,9.29863096939154,13291864.0,616038405.0,0.021576356103967253,-0.02234042553191509,-0.037696335078534204,-0.016059957173447707,35.300784730273676,43.52427217520821,37.668896890437715,54.738333236869146,3.5300241975748605
2009-09-28,9.430167642516777,9.581940726892046,9.1063850625162,9.15697609064129,13167316.0,616038405.0,0.021374180397080927,-0.015233949945592854,-0.11012782694198613,-0.06701030927835033,31.579236413945864,41.87392423878605,26.414681260291825,45.29711591134338,-11.350188041811293
2009-09-29,9.177212501891326,9.237921735641434,8.823075305015696,9.045675828766091,13034983.0,616038405.0,0.02115936749105764,-0.012154696132596773,-0.07644628099173548,-0.07453416149068322,28.616268388856014,40.5721915900566,22.310642207715915,37.63495801013423,-8.337989397120708
2009-09-30,9.14685788501627,9.227803530016415,9.00520300626602,9.096266856891182,9234475.0,616038405.0,0.01499009627492299,0.005592841163311021,-0.0826530612244899,-0.05268703898840885,32.229164805049265,41.46297230027413,20.642992241041387,31.970969420436614,-2.012962117749062
2009-10-09,9.207567118766379,9.480758670641865,9.207567118766379,9.46052225939183,13531552.0,616038405.0,0.0219654357425979,0.040044493882091206,-0.005319148936170268,-0.05555555555555561,53.438455699010476,47.55802302890041,27.22353328889939,30.388490709924206,20.893618446849757
2009-10-12,9.46052225939183,9.632531755017135,9.389694820016704,9.480758670641865,14299615.0,616038405.0,0.0232122135307457,0.002139037433155028,0.019586507072905428,-0.018848167539267102,54.428855969091586,47.882692019708294,32.037911081488474,30.93829750044563,34.237138243574165
2009-10-13,9.430167642516777,9.753950222517352,9.399813025641722,9.743832016892334,14097088.0,616038405.0,0.022883456429960727,0.0277481323372466,0.06408839779005522,-0.05309734513274327,66.13447833412611,52.039619175503105,40.803051832103435,34.22654894433157,53.95605760764717
2009-10-14,9.743832016892334,9.895605101267604,9.632531755017135,9.673004577517208,21416652.0,616038405.0,0.03476512474900002,-0.007268951194184843,0.06935123042505599,-0.01239669421487591,60.872373246843935,50.863355138574526,53.12796048066153,40.52701945644155,78.32984252910148
2009-10-15,9.733713811267314,9.814659456267458,9.420049436891759,9.541467904391974,21518932.0,616038405.0,0.03493115335885593,-0.013598326359832668,0.04894327030033367,-0.03775510204081647,51.38173029240357,48.66345171601805,57.74568434559825,46.266574419493786,80.70390419780718
2009-10-16,9.51111328751692,9.6122953437671,9.389694820016704,9.56170431564201,13051563.0,616038405.0,0.021186281397504756,0.0021208907741250803,0.010695187165775326,0.005319148936170082,52.79700774405985,49.02870623242823,61.45309773983278,51.32874885960679,81.70179550028476
2009-10-19,9.500995081891903,9.713477400017279,9.46052225939183,9.713477400017279,17054040.0,616038405.0,0.027683403926740575,0.015873015873015855,0.024546424759871892,0.044613710554951086,62.91714729986161,51.798668855450046,68.64168780139794,57.09972850687051,91.72560639045277
2009-10-20,9.80454125064244,9.986668951892765,9.723595605642297,9.956314335017712,26028236.0,616038405.0,0.04225099569888017,0.02500000000000012,0.021806853582554526,0.08729281767955799,74.04601566116838,55.92570516964195,78.06353069921377,64.08766257098495,106.01526695567142
2009-10-21,9.915841512517641,10.057496391267891,9.76406842814237,9.774186633767387,23753912.0,616038405.0,0.03855914145482537,-0.018292682926829354,0.010460251046025031,0.08053691275167783,57.78743693691213,52.308310470768355,74.26457602169808,67.479967054556,87.83379395598223
2009-10-22,9.713477400017279,9.774186633767387,9.51111328751692,9.642649960642153,16212346.0,616038405.0,0.02631710274621596,-0.013457556935817839,0.010604453870625589,0.060066740823136705,48.22747306535927,49.80281374441049,62.13597997406131,65.69863802772443,55.01066386673506
2009-10-23,9.622413549392117,9.885486895642586,9.622413549392117,9.794423045017423,21578824.0,616038405.0,0.03502837457025102,0.01573976915005245,0.0243386243386243,0.035294117647058705,58.200960419547584,52.62266600772804,61.626006851394365,64.34109430228108,56.195831949620924
2009-10-26,9.814659456267458,9.986668951892765,9.693240988767243,9.976550746267748,21935264.0,616038405.0,0.03560697486060142,0.018595041322314137,0.0270833333333334,0.05229455709711849,67.57152006775829,55.82928486098541,70.37693386052555,66.35304082169591,78.42471993818484
2009-10-27,9.915841512517641,9.915841512517641,9.592058932517064,9.602177138142082,17150010.0,616038405.0,0.027839189668702555,-0.037525354969574,-0.035569105691056924,-0.014537902388369685,42.87475358161144,48.554500621282,57.524016513077655,63.41003271882316,45.75198410158666
2009-10-28,9.51111328751692,9.65276816626717,9.409931231266741,9.592058932517064,14166255.0,616038405.0,0.022995733520867097,-0.0010537407797681511,-0.018633540372670714,-0.008368200836820062,42.35180781839273,48.371046911346916,48.4503544430619,58.423473293569415,28.504116742046875
2009-10-29,9.420049436891759,9.480758670641865,9.217685324391397,9.237921735641434,13184459.0,616038405.0,0.02140200820758894,-0.036919831223628706,-0.041972717733473136,-0.03181336161187695,27.615559840559854,42.341119655509054,33.10344914678028,49.98346524463971,-0.656583048938586
2009-10-30,9.430167642516777,9.46052225939183,9.25815814689147,9.308749175016558,10078965.0,616038405.0,0.016360936133519143,0.007667031763417117,-0.04958677685950419,-0.02645502645502655,33.40818993673503,43.84876968750805,25.6834239291788,41.88345147281941,-6.716631158102416
2009-11-02,9.116503268141217,9.490876876266885,9.025439417516056,9.490876876266885,16039449.0,616038405.0,0.026036443296096126,0.019565217391304634,-0.048681541582149976,-0.02291666666666647,47.032749807229514,47.6401054562162,32.15496235801467,38.6406217678845,19.18364353827502
2009-11-03,9.480758670641865,9.774186633767387,9.389694820016704,9.713477400017279,20057876.0,616038405.0,0.03255945706826509,0.023454157782515788,0.011591148577449847,-0.024390243902439136,59.64647418451846,51.91366273303857,45.29629069481678,40.85917807686192,54.17051593072651
2009-11-04,9.855132278767531,10.01702356876782,9.743832016892334,9.834895867517496,30993488.0,616038405.0,0.050310967219649234,0.01250000000000006,0.025316455696202465,0.0062111801242236316,65.28339279138879,54.11363724141085,57.40841148361933,46.37558921244773,79.47405602596255
2009-11-05,9.855132278767531,10.027141774392838,9.824777661892478,9.936077923767677,26510084.0,616038405.0,0.043033167712977244,0.010288065843621508,0.07557502738225635,0.030430220356768276,69.69328442708796,55.92334326967364,68.57530462544321,53.77549435011289,98.17492517610384
2009-11-06,9.996787157517785,10.371160765643449,9.936077923767677,10.189033064393126,47624160.0,616038405.0,0.07730712827879618,0.025458248472505,0.09456521739130452,0.04028925619834721,78.30515103972711,60.15422926206537,74.53892488814012,60.696637862788634,102.22349893884308
2009-11-09,10.199151270018143,10.57352487814381,10.199151270018143,10.371160765643449,38197764.0,616038405.0,0.062005491362182204,0.017874875868917485,0.09275053304904028,0.039553752535496874,82.72347311794687,62.914454537227506,78.6686514504812,66.68730905868617,102.63133623407128
2009-11-10,10.441988205018577,10.553288466893774,10.209269475643161,10.249742298143234,23046264.0,616038405.0,0.0374104338511168,-0.011707317073170615,0.05520833333333344,0.06743940990516334,70.72106745136719,59.93369609793252,78.80742340707464,70.72734717481566,94.9675758715926
2009-11-11,10.259860503768252,10.259860503768252,9.915841512517641,10.118205625018,27682212.0,616038405.0,0.0449358542833056,-0.012833168805528166,0.028806584362139932,0.05485232067510543,59.10775467532032,56.794424852542086,76.06769403608898,72.5074627952401,83.18815651778672
2009-11-12,10.138442036268035,10.411633588143522,10.118205625018,10.219387681268179,22974520.0,616038405.0,0.03729397357945565,0.009999999999999929,0.028513238289205534,0.1062431544359254,64.68404005716818,58.59119216870764,76.41985702623796,73.81159420557273,81.63638266756843
